Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Gender,Exam_Score,Previous_Scores
16,67,High,Medium,No,8,Medium,Yes,0,Low,Public,Neutral,3,No,Female,63,98
25,84,Medium,Low,Yes,6,Low,Yes,2,Medium,Public,Positive,3,No,Male,70,84
22,73,Low,Medium,Yes,9,Low,Yes,3,Medium,Public,Positive,3,No,Female,66,72
16,83,Medium,High,Yes,7,Low,Yes,4,High,Public,Positive,3,No,Female,68,56
25,73,Low,Low,No,8,Medium,Yes,3,Medium,Private,Positive,3,No,Female,66,69
22,63,Low,Low,No,8,Medium,Yes,3,Medium,Private,Negative,1,No,Male,63,83
25,69,High,Medium,Yes,9,Medium,Yes,1,Low,Public,Negative,3,Yes,Female,66,98
24,68,Medium,Medium,Yes,6,Medium,Yes,1,Medium,Public,Neutral,3,No,Female,65,74
15,77,Medium,Medium,Yes,8,High,Yes,1,Low,Public,Positive,2,No,Male,66,85
17,86,High,Low,Yes,4,High,Yes,2,High,Private,Positive,3,Yes,Female,67,60
24,71,Medium,Medium,Yes,7,Medium,Yes,0,Low,Private,Positive,3,No,Male,66,81
24,60,Low,Medium,No,6,High,Yes,4,Low,Public,Negative,3,No,Female,63,62
20,81,Medium,Medium,Yes,5,Low,Yes,3,Medium,Public,Positive,4,Yes,Male,66,60
21,84,Medium,Medium,No,6,Low,No,1,High,Public,Positive,3,No,Male,67,75
28,99,Medium,Medium,Yes,6,Medium,No,1,Low,Public,Positive,3,No,Male,71,61
16,84,Medium,High,Yes,7,Medium,Yes,1,Low,Private,Neutral,2,No,Female,67,86
23,79,Medium,High,Yes,6,Medium,Yes,1,High,Public,Neutral,4,No,Male,69,97
19,83,Medium,Medium,Yes,7,Medium,Yes,2,Low,Public,Negative,4,Yes,Female,67,70
19,97,High,Medium,Yes,6,High,Yes,2,Medium,Private,Positive,2,No,Female,72,66
27,93,High,Low,No,6,High,Yes,2,Low,Private,Negative,4,No,Female,70,59
25,73,Medium,High,Yes,7,Low,Yes,0,Low,Private,Neutral,4,No,Male,67,70
25,69,Low,High,Yes,7,Medium,Yes,0,Low,Public,Negative,3,No,Female,64,78
28,71,Medium,Medium,No,8,High,Yes,1,Medium,Private,Neutral,1,No,Female,67,69
20,80,Low,High,No,8,Medium,Yes,3,Medium,Private,Negative,4,No,Male,69,81
24,90,Low,Low,No,7,Medium,Yes,0,Low,Private,Positive,3,No,Male,68,83
18,80,Medium,Medium,No,8,Low,Yes,2,Low,Public,Neutral,3,No,Male,63,55
22,63,Medium,High,Yes,7,Medium,Yes,4,High,Public,Negative,3,No,Female,68,85
19,89,High,Medium,Yes,7,Medium,Yes,0,Medium,Public,Positive,3,No,Male,70,95
21,92,Medium,Low,Yes,8,Low,Yes,0,Medium,Public,Neutral,2,No,Male,66,51
24,72,High,High,No,6,High,Yes,0,Low,Public,Negative,6,No,Female,68,78
15,87,High,Low,Yes,4,High,Yes,0,Low,Private,Positive,3,No,Male,67,80
33,77,Low,High,Yes,5,Medium,Yes,0,Low,Private,Neutral,5,No,Female,69,85
14,96,Medium,Low,Yes,9,High,Yes,0,Medium,Private,Negative,3,Yes,Female,66,69
13,94,Medium,Medium,Yes,7,Low,Yes,3,Low,Public,Neutral,3,No,Male,68,91
27,81,Medium,Medium,Yes,7,Medium,Yes,2,Medium,Public,Neutral,2,Yes,Female,69,77
25,88,Medium,Medium,Yes,7,Low,Yes,1,Medium,Private,Positive,3,No,Male,70,70
24,95,Medium,High,Yes,8,High,Yes,1,Medium,Private,Neutral,3,No,Male,74,86
24,80,Medium,High,Yes,7,High,Yes,0,Low,Public,Positive,0,No,Female,70,96
20,73,Medium,Medium,Yes,7,Low,Yes,1,Medium,Public,Neutral,2,No,Male,66,91
15,90,High,Medium,Yes,8,Medium,Yes,1,Low,Private,Negative,3,No,Female,69,97
20,69,Medium,High,No,6,Low,Yes,0,Low,Public,Negative,3,No,Male,64,63
16,76,Low,High,Yes,8,Medium,No,1,Low,Public,Positive,1,No,Male,62,56
26,95,Low,High,No,7,Medium,Yes,0,Medium,Public,Neutral,3,No,Female,70,77
19,89,High,Medium,Yes,7,Medium,Yes,2,Medium,Public,Negative,4,No,Male,68,52
15,76,Medium,Medium,Yes,6,Low,Yes,0,Medium,Public,Neutral,3,No,Female,65,84
18,69,High,High,No,7,Low,Yes,3,Medium,Public,Positive,3,No,Male,65,62
22,74,High,High,Yes,6,Low,Yes,3,High,Public,Positive,4,No,Female,71,73
17,71,High,Medium,Yes,9,Low,Yes,2,Medium,Public,Neutral,5,No,Male,66,83
15,67,Medium,Medium,No,4,Medium,Yes,0,Low,Public,Negative,3,No,Male,61,74
21,90,Low,Medium,Yes,8,Low,Yes,2,Medium,Public,Negative,5,Yes,Male,67,62
21,70,Low,High,Yes,4,Medium,Yes,0,Low,Private,Neutral,2,No,Male,65,94
17,78,Medium,High,No,8,Medium,Yes,0,Low,Public,Negative,3,No,Female,65,88
17,75,Medium,High,Yes,6,Medium,No,1,Low,Private,Positive,5,No,Male,65,80
21,99,Medium,Medium,No,8,High,Yes,4,Medium,Public,Positive,4,No,Male,73,85
11,76,Medium,Medium,Yes,7,Medium,No,1,Medium,Public,Neutral,2,No,Male,62,71
12,63,Medium,High,Yes,5,Low,Yes,0,Medium,Public,Negative,2,No,Female,60,69
16,64,Low,Medium,Yes,9,Low,Yes,1,Medium,Public,Positive,3,No,Female,61,58
19,84,Low,Medium,Yes,8,High,Yes,2,Low,Private,Neutral,3,No,Male,67,90
22,84,High,Medium,No,8,Medium,No,3,Medium,Private,Neutral,4,No,Male,70,69
29,77,Low,High,No,6,Medium,Yes,1,Medium,Public,Positive,1,No,Male,69,85
25,77,Medium,Low,Yes,8,High,No,0,Medium,Public,Positive,5,No,Female,66,65
19,62,Medium,Medium,No,5,Low,Yes,2,Low,Public,Positive,3,No,Male,64,90
20,81,High,Medium,Yes,4,Medium,Yes,1,High,Private,Positive,2,No,Male,68,55
14,80,High,Medium,Yes,5,Medium,Yes,1,Low,Public,Positive,4,No,Female,67,81
20,66,Medium,Medium,No,6,High,Yes,0,Medium,Public,Neutral,1,No,Female,64,90
18,64,Medium,Medium,Yes,6,High,Yes,2,Low,Public,Positive,2,No,Male,65,83
22,65,Low,High,Yes,6,Medium,Yes,2,High,Public,Positive,3,Yes,Female,66,85
15,64,Medium,Medium,Yes,6,High,Yes,2,Medium,Private,Positive,4,Yes,Female,63,76
23,84,High,Medium,Yes,6,Low,Yes,2,Low,Public,Negative,2,No,Female,68,78
29,68,Medium,High,Yes,4,Medium,Yes,1,Medium,Private,Negative,4,No,Male,66,53
19,70,Medium,Medium,No,7,Low,No,3,Low,Public,Neutral,5,No,Male,63,63
22,67,Low,Medium,No,7,Low,Yes,1,Low,Public,Positive,3,No,Female,63,86
24,98,High,Medium,Yes,6,Medium,Yes,1,Medium,Public,Positive,4,No,Male,74,97
18,94,Medium,High,Yes,9,Low,Yes,1,Medium,Public,Positive,2,No,Male,70,77
21,69,High,High,Yes,7,Medium,Yes,2,Low,Private,Neutral,3,No,Male,68,86
20,73,Medium,Medium,Yes,7,Medium,Yes,0,Medium,Public,Neutral,4,No,Female,66,84
21,68,Medium,Low,No,8,Low,Yes,0,Medium,Public,Positive,4,No,Male,63,100
15,80,Low,High,No,5,Medium,Yes,4,Low,Public,Positive,3,No,Female,67,90
20,61,Medium,Medium,No,7,Medium,Yes,1,Medium,Public,Neutral,3,No,Male,62,81
23,87,High,High,No,8,Medium,Yes,1,Medium,Public,Positive,3,No,Male,71,56
29,81,High,Medium,No,7,Medium,Yes,2,Medium,Public,Neutral,4,No,Male,72,68
26,96,Medium,Medium,Yes,5,Medium,No,1,High,Private,Positive,2,No,Male,72,63
33,67,Medium,Medium,Yes,6,High,Yes,0,Low,Public,Neutral,3,No,Female,68,93
15,92,Medium,Low,Yes,7,Low,Yes,1,Medium,Public,Negative,5,No,Female,66,72
25,92,Medium,Medium,No,4,Medium,Yes,0,Low,Public,Positive,3,No,Male,70,77
21,65,Medium,Low,Yes,5,High,No,2,Low,Private,Positive,4,No,Male,66,98
33,76,Medium,Medium,Yes,10,Low,Yes,1,High,Private,Positive,3,No,Female,72,92
15,67,High,Medium,Yes,8,Low,Yes,0,High,Public,Neutral,4,No,Female,64,89
15,70,High,Medium,No,9,Medium,Yes,1,Medium,Private,Negative,3,No,Female,63,57
16,71,Medium,Medium,No,8,Medium,Yes,0,Low,Public,Negative,2,No,Female,61,51
7,82,High,High,Yes,8,Medium,Yes,0,Low,Private,Negative,2,No,Male,62,56
17,76,Medium,High,No,7,High,Yes,1,Medium,Public,Positive,4,No,Female,68,87
15,98,Low,Medium,Yes,8,Low,Yes,1,Medium,Public,Positive,3,No,Male,68,71
21,65,Low,Medium,No,9,High,Yes,1,Medium,Public,Positive,5,No,Male,63,56
22,99,Medium,Low,Yes,8,Low,Yes,1,Medium,Private,Neutral,4,No,Female,70,87
31,69,High,Low,Yes,7,Medium,Yes,1,Low,Public,Neutral,3,No,Female,68,60
26,91,High,Medium,Yes,7,Medium,Yes,1,Low,Private,Neutral,5,No,Female,72,79
17,74,Medium,Medium,Yes,8,Medium,Yes,4,Low,Public,Positive,3,No,Male,67,87
15,66,Low,High,No,6,Medium,No,1,Low,Private,Neutral,1,No,Male,61,80
23,94,Low,Medium,No,8,Medium,No,0,Low,Public,Neutral,3,No,Male,69,100
12,72,Medium,Low,Yes,6,High,Yes,2,Low,Private,Negative,2,No,Female,61,72
31,86,High,High,Yes,6,Medium,Yes,3,Medium,Public,Positive,3,No,Male,75,66
27,83,High,Low,No,5,Medium,Yes,0,High,Public,Neutral,2,No,Female,68,60
17,79,Medium,Low,Yes,6,Low,Yes,1,Medium,Public,Neutral,4,No,Male,65,75
10,80,High,Medium,Yes,6,High,Yes,4,Medium,Public,Negative,3,No,Female,67,93
28,89,Medium,High,Yes,10,High,Yes,3,Medium,Public,Negative,6,No,Female,75,97
19,64,Low,Medium,No,6,Medium,Yes,1,Medium,Public,Positive,3,No,Male,64,99
27,87,Medium,Medium,No,8,Medium,Yes,1,Low,Public,Neutral,4,No,Male,70,77
10,96,High,High,No,6,Medium,No,0,Medium,Public,Neutral,4,No,Female,67,80
16,62,Medium,Medium,Yes,7,Low,Yes,2,Medium,Public,Neutral,3,No,Male,63,79
20,66,High,High,No,7,Medium,Yes,1,Medium,Public,Negative,4,No,Female,65,73
20,89,Medium,Medium,Yes,4,Medium,Yes,1,Medium,Public,Positive,3,No,Female,67,58
17,77,Low,High,Yes,5,Medium,Yes,2,High,Public,Neutral,3,No,Male,86,53
24,76,Low,High,No,6,High,Yes,3,Medium,Public,Neutral,3,Yes,Female,67,72
14,65,High,Medium,No,5,Low,Yes,1,High,Public,Positive,4,No,Male,63,59
19,80,Medium,Medium,No,7,Medium,Yes,0,Medium,Public,Neutral,3,No,Female,66,94
21,65,High,High,No,7,Low,Yes,2,Low,Private,Neutral,1,No,Male,65,88
23,79,Medium,Medium,No,5,Medium,Yes,1,Medium,Private,Neutral,3,No,Female,67,81
24,91,Medium,Medium,No,7,Low,Yes,0,High,Public,Neutral,4,No,Male,69,52
13,70,High,High,No,6,Medium,Yes,2,Medium,Public,Positive,2,No,Male,66,81
11,79,Medium,Medium,Yes,7,Medium,Yes,1,High,Public,Neutral,2,No,Male,64,81
28,100,High,Low,Yes,6,Medium,Yes,1,Low,Public,Negative,2,No,Female,73,72
22,87,Low,Medium,No,8,Low,Yes,1,Low,Public,Neutral,1,No,Male,66,83
16,94,Medium,Medium,No,9,Low,Yes,1,Low,Public,Negative,4,No,Female,68,93
29,77,High,Low,Yes,8,Low,Yes,0,Medium,Public,Positive,4,No,Male,70,88
21,91,High,Medium,No,9,Medium,Yes,2,Low,Private,Negative,2,No,Female,69,74
27,62,Medium,High,Yes,5,Low,Yes,4,High,Public,Negative,4,No,Female,67,63
20,65,Medium,Low,No,6,Low,Yes,0,Medium,Private,Positive,3,No,Male,62,74
32,68,Medium,Low,No,8,High,Yes,1,Low,Public,Positive,2,No,Male,68,97
31,76,Medium,High,Yes,9,Medium,Yes,1,Low,Private,Neutral,4,No,Male,72,91
19,94,Low,Medium,No,8,Medium,Yes,3,Medium,Private,Positive,5,No,Male,69,51
26,74,Low,Low,No,5,Low,Yes,3,High,Private,Negative,2,No,Male,66,89
24,86,High,High,No,6,Medium,Yes,1,Low,Public,Positive,3,No,Female,70,59
28,88,High,Medium,No,8,Medium,Yes,0,Medium,Public,Positive,3,No,Male,71,79
14,83,Medium,Medium,Yes,7,Medium,Yes,0,Low,Public,Negative,3,No,Female,65,90
24,74,High,Medium,Yes,6,Medium,Yes,3,Low,Public,Positive,3,No,Female,70,78
26,83,Low,Low,No,7,High,No,2,Medium,Public,Negative,4,Yes,Male,65,70
9,74,Medium,High,No,7,Low,Yes,1,High,Private,Neutral,3,No,Female,62,66
13,63,High,Medium,Yes,5,Medium,Yes,2,High,Private,Neutral,2,No,Male,62,65
8,100,High,Medium,Yes,8,Medium,Yes,1,Medium,Public,Neutral,3,No,Female,70,92
18,65,Medium,High,Yes,6,Medium,No,5,Low,Private,Neutral,3,No,Male,66,91
24,63,High,Low,Yes,7,Low,Yes,4,Low,Private,Positive,4,No,Female,67,91
29,95,Medium,Low,No,9,Medium,Yes,1,Medium,Public,Positive,3,No,Female,72,64
20,72,High,Low,Yes,7,Low,Yes,0,Low,Private,Negative,3,No,Female,66,90
30,86,Medium,Low,Yes,8,Medium,Yes,2,Medium,Public,Negative,2,Yes,Female,68,52
12,73,High,Medium,No,5,Medium,Yes,1,Low,Public,Negative,4,No,Male,62,60
10,76,Low,Medium,Yes,8,Medium,Yes,2,High,Private,Positive,3,Yes,Male,64,76
20,70,Medium,Medium,No,8,Medium,Yes,0,Low,Public,Neutral,5,No,Female,65,70
22,74,Medium,Low,Yes,6,Low,Yes,4,Medium,Public,Negative,3,No,Male,66,56
20,76,Medium,Low,No,7,Medium,Yes,2,Low,Private,Neutral,3,No,Female,64,52
8,89,Medium,High,Yes,7,Low,Yes,4,Low,Public,Neutral,3,No,Male,67,81
19,80,High,Medium,Yes,7,Low,Yes,4,Medium,Public,Negative,4,No,Female,69,66
12,98,High,Medium,Yes,8,Medium,Yes,0,Medium,Public,Positive,5,No,Male,68,51
24,62,Medium,Medium,No,6,High,Yes,2,Low,Public,Neutral,4,No,Male,64,72
22,80,High,Medium,Yes,7,Medium,Yes,2,High,Private,Neutral,2,No,Female,68,65
14,83,Low,Low,Yes,9,Medium,Yes,1,Medium,Public,Positive,3,No,Male,64,79
17,97,Medium,High,No,9,High,Yes,0,High,Public,Negative,1,No,Male,71,96
14,62,High,High,Yes,8,Low,Yes,3,Low,Public,Negative,2,No,Male,61,65
20,83,Low,Medium,No,7,Medium,Yes,4,Low,Public,Negative,3,No,Male,68,100
26,94,High,Medium,Yes,10,Low,Yes,2,High,Public,Neutral,5,No,Male,73,54
14,70,High,Medium,Yes,9,Medium,No,3,Medium,Public,Positive,1,No,Male,64,54
23,95,Medium,Medium,Yes,7,Medium,Yes,3,Low,Public,Positive,4,Yes,Male,72,86
17,61,Medium,Medium,Yes,7,High,Yes,5,Medium,Public,Neutral,3,No,Male,65,87
15,89,Medium,Medium,Yes,6,Medium,Yes,1,Medium,Public,Positive,4,No,Female,68,71
19,97,High,Low,Yes,8,Medium,Yes,2,Low,Public,Positive,3,No,Male,71,64
14,86,Medium,Low,Yes,8,Medium,No,3,Medium,Public,Negative,3,Yes,Male,65,90
17,78,Medium,Medium,No,8,Low,Yes,2,Medium,Private,Positive,2,No,Male,66,98
13,62,Low,High,No,7,Medium,Yes,4,Medium,Public,Positive,1,No,Female,63,99
32,97,Medium,High,No,5,Medium,Yes,1,Medium,Public,Neutral,3,No,Male,74,82
20,79,High,Low,Yes,7,Low,No,2,Medium,Private,Neutral,4,Yes,Female,66,87
16,61,Medium,Low,No,8,High,Yes,2,Medium,Public,Neutral,3,No,Male,63,91
21,88,High,Medium,Yes,6,High,Yes,2,High,Private,Neutral,4,No,Male,72,90
19,79,Medium,High,No,7,Low,Yes,1,High,Public,Positive,2,No,Female,69,100
19,65,Medium,High,Yes,9,Medium,Yes,1,Medium,Public,Positive,4,No,Male,67,91
24,69,Low,High,No,5,Low,Yes,3,Low,Private,Neutral,3,No,Male,66,83
25,63,High,Medium,No,7,Medium,Yes,0,Low,Private,Negative,5,No,Female,64,69
17,83,Low,Medium,No,9,Medium,Yes,4,Medium,Public,Negative,2,No,Female,67,80
17,85,Medium,Low,No,7,High,Yes,4,Low,Public,Positive,3,No,Female,69,94
18,80,Medium,Low,Yes,6,Medium,Yes,2,Low,Public,Negative,2,No,Female,65,65
6,93,Medium,Medium,No,7,High,Yes,0,Medium,Public,Neutral,2,No,Female,64,52
11,94,Medium,Low,Yes,8,High,No,1,High,Public,Neutral,4,No,Female,65,66
28,85,Medium,High,Yes,7,Medium,Yes,2,Low,Private,Positive,1,Yes,Male,72,98
30,61,Low,High,Yes,8,Medium,Yes,2,Low,Public,Negative,2,No,Female,66,90
19,88,Medium,Low,No,7,Medium,Yes,2,Low,Public,Neutral,3,No,Female,66,59
23,77,High,High,Yes,7,Medium,Yes,1,Low,Private,Positive,3,No,Male,67,51
22,83,Medium,Medium,Yes,8,High,Yes,1,High,Private,Negative,3,Yes,Male,69,83
38,86,Low,High,Yes,7,Low,Yes,3,Low,Public,Negative,3,No,Male,73,79
27,74,Medium,High,No,6,Medium,Yes,3,Medium,Public,Neutral,3,No,Female,69,54
19,97,Medium,Low,No,8,Medium,Yes,1,Low,Private,Neutral,4,Yes,Male,68,98
14,65,Low,Medium,Yes,7,Medium,Yes,1,Low,Public,Positive,3,No,Female,61,81
10,87,Medium,Low,Yes,6,Medium,No,0,Low,Public,Positive,4,No,Male,63,83
21,60,Medium,High,Yes,8,Low,Yes,0,Low,Public,Positive,2,No,Female,63,93
15,97,Low,Medium,Yes,9,Medium,Yes,1,Low,Public,Neutral,2,No,Male,68,67
11,65,Medium,High,No,7,Medium,Yes,2,Low,Public,Neutral,3,No,Female,63,78
16,64,High,Medium,Yes,7,Medium,Yes,3,Medium,Private,Positive,4,Yes,Female,66,79
14,73,High,Medium,Yes,5,Medium,Yes,2,Low,Public,Negative,4,No,Female,65,98
30,75,High,High,No,7,High,Yes,0,Low,Public,Neutral,1,Yes,Female,68,57
25,69,Medium,Medium,Yes,7,High,Yes,0,Low,Public,Negative,4,No,Female,66,88
20,83,Low,Low,No,7,Low,No,2,Medium,Public,Positive,5,No,Male,66,79
29,78,High,Medium,No,6,Medium,Yes,2,Low,Private,Negative,4,No,Male,70,92
20,61,Low,Low,Yes,8,Medium,Yes,0,Medium,Public,Negative,2,No,Female,61,92
15,73,Medium,Low,Yes,7,Medium,Yes,2,Low,Private,Negative,3,No,Male,61,51
29,92,Medium,Medium,Yes,10,High,Yes,1,Low,Private,Negative,4,No,Male,71,63
23,88,Low,Medium,Yes,7,Medium,Yes,1,Medium,Public,Negative,2,No,Male,67,59
14,89,High,High,Yes,4,Medium,Yes,2,Medium,Public,Negative,3,No,Male,70,73
19,88,High,Medium,No,5,Medium,Yes,2,Low,Private,Negative,4,No,Male,69,95
15,72,High,High,No,8,Medium,Yes,2,Medium,Public,Neutral,4,No,Female,65,50
12,64,High,Low,Yes,6,High,Yes,0,Medium,Public,Positive,2,No,Male,61,74
26,71,Medium,Low,No,6,Low,Yes,3,Low,Public,Positive,4,No,Male,68,94
31,93,High,Low,Yes,5,Medium,Yes,2,Low,Public,Positive,2,No,Male,74,96
12,99,Medium,Medium,No,6,Low,Yes,1,Medium,Public,Negative,3,No,Female,67,83
23,80,Medium,Medium,Yes,7,Low,Yes,5,High,Public,Negative,1,No,Female,70,91
16,60,Low,Medium,Yes,8,Low,Yes,1,High,Private,Neutral,2,Yes,Female,59,66
17,66,High,High,No,5,Low,Yes,0,Medium,Private,Neutral,2,No,Male,64,64
16,73,High,Medium,Yes,8,Medium,Yes,2,Medium,Public,Positive,4,No,Female,66,52
15,83,Low,Low,Yes,5,Medium,Yes,1,Medium,Public,Neutral,3,No,Female,63,75
20,63,Low,Low,Yes,8,Low,Yes,0,High,Public,Neutral,3,No,Female,61,73
15,98,Low,High,Yes,8,Low,Yes,2,Low,Public,Neutral,4,No,Female,68,69
22,75,Medium,Medium,No,6,Low,Yes,3,Medium,Private,Positive,3,No,Male,65,56
20,97,Medium,High,No,5,Medium,Yes,1,Medium,Private,Neutral,4,No,Male,69,62
19,91,High,Low,Yes,8,Medium,Yes,2,Low,Private,Neutral,4,No,Male,68,60
15,90,Medium,Low,Yes,6,Low,Yes,2,High,Public,Positive,2,No,Male,69,97
17,84,Medium,Low,Yes,7,High,Yes,1,Low,Public,Neutral,2,No,Female,67,98
25,85,High,High,No,8,High,Yes,1,High,Public,Neutral,1,No,Female,70,50
23,86,Medium,Medium,Yes,8,Low,Yes,1,Low,Public,Neutral,3,No,Female,68,59
14,85,Medium,Medium,No,6,Low,Yes,0,High,Public,Positive,4,No,Male,67,94
21,82,High,Medium,No,7,Medium,Yes,4,Low,Public,Neutral,3,No,Male,67,52
25,99,High,Medium,Yes,6,High,Yes,0,Medium,Public,Positive,3,No,Male,75,97
10,89,Low,Low,Yes,8,Low,Yes,3,Low,Public,Negative,4,No,Male,63,69
23,91,Low,Medium,No,9,High,Yes,1,Low,Public,Positive,5,No,Male,70,77
16,95,Medium,Low,Yes,6,Low,Yes,2,High,Public,Positive,4,No,Female,70,88
23,69,Medium,High,Yes,7,Medium,Yes,1,Medium,Public,Neutral,4,Yes,Male,64,62
15,63,Medium,Low,No,8,Low,Yes,0,Medium,Public,Neutral,3,No,Female,59,55
9,79,Medium,Low,No,7,High,Yes,1,High,Public,Neutral,3,No,Male,63,90
10,81,High,Medium,Yes,8,Medium,No,2,Medium,Public,Positive,4,No,Female,67,99
20,93,Low,High,Yes,7,Medium,Yes,0,Medium,Private,Negative,2,Yes,Male,68,83
22,78,Medium,Medium,Yes,5,Low,Yes,0,Medium,Private,Negative,3,No,Male,68,91
15,83,Medium,Medium,No,7,Medium,Yes,2,Low,Private,Neutral,2,No,Female,97,97
24,81,Medium,Low,No,9,Medium,Yes,1,Low,Public,Positive,4,No,Female,66,61
10,62,Medium,Low,No,7,High,Yes,3,Medium,Public,Neutral,3,No,Male,61,68
20,85,High,Medium,No,9,High,Yes,2,High,Public,Positive,3,No,Male,70,61
13,93,Low,Low,Yes,4,High,Yes,1,Medium,Public,Positive,1,No,Male,65,53
16,66,Low,Medium,Yes,8,High,Yes,3,Medium,Public,Positive,2,No,Female,64,87
20,84,Medium,High,Yes,6,High,Yes,2,Medium,Public,Positive,4,No,Female,69,57
15,84,Medium,High,No,6,Low,Yes,1,Medium,Private,Negative,2,No,Male,64,55
18,67,Low,Low,Yes,9,Low,Yes,2,Low,Private,Negative,2,No,Male,61,68
26,65,Low,Medium,No,7,Low,Yes,3,High,Public,Positive,2,No,Female,64,53
17,99,Medium,High,No,6,Medium,Yes,0,Medium,Public,Neutral,3,No,Male,68,59
25,76,Medium,High,No,8,High,Yes,1,High,Public,Positive,3,Yes,Female,67,53
13,69,High,Low,No,4,Medium,Yes,3,Low,Public,Positive,3,Yes,Male,62,94
23,67,Medium,Medium,Yes,9,Medium,Yes,2,Low,Public,Neutral,2,No,Female,66,89
29,87,Medium,High,Yes,10,High,Yes,1,Low,Public,Neutral,4,No,Male,72,93
5,84,Medium,Medium,Yes,8,High,Yes,4,High,Public,Positive,3,No,Male,68,93
15,86,Medium,High,Yes,8,Medium,Yes,4,High,Public,Positive,3,No,Male,71,97
23,64,Medium,Medium,Yes,7,High,Yes,3,Medium,Public,Positive,2,No,Female,65,59
19,96,Medium,Low,Yes,5,Low,No,2,Medium,Private,Neutral,3,No,Female,68,95
22,76,Medium,Low,No,9,Medium,Yes,2,Low,Public,Neutral,5,No,Female,65,76
16,73,High,Low,Yes,8,Medium,Yes,1,Medium,Public,Neutral,4,No,Female,64,58
21,78,Medium,Low,No,8,Medium,Yes,2,Medium,Public,Positive,4,Yes,Male,65,83
19,76,High,High,Yes,8,Low,Yes,0,Low,Private,Negative,4,Yes,Male,65,66
27,95,High,Medium,No,7,High,Yes,3,Medium,Private,Negative,3,No,Female,73,52
22,97,Medium,High,Yes,6,Medium,Yes,1,Low,Public,Positive,3,No,Male,72,54
22,72,Low,Medium,Yes,10,Medium,Yes,1,Medium,Private,Negative,1,No,Male,64,71
18,95,Medium,Medium,Yes,7,Low,Yes,0,Low,Public,Positive,4,Yes,Male,69,91
17,91,Medium,Medium,No,6,High,Yes,1,High,Private,Positive,3,No,Male,69,66
17,97,Medium,High,Yes,9,Medium,No,0,Medium,Public,Positive,2,No,Male,70,88
22,70,Low,Medium,No,7,Low,Yes,1,Low,Public,Positive,3,No,Female,83,53
17,83,High,Medium,No,7,Low,Yes,3,Low,Private,Neutral,5,No,Female,68,70
22,71,Low,High,Yes,9,High,Yes,1,Low,Public,Neutral,3,Yes,Female,84,56
32,93,Medium,Medium,Yes,8,High,Yes,1,Medium,Public,Negative,3,No,Female,75,93
25,60,Low,High,No,8,Medium,Yes,1,Medium,Public,Neutral,5,No,Female,67,98
18,83,Medium,High,Yes,5,Medium,Yes,0,High,Private,Positive,4,No,Male,69,66
27,74,High,Medium,No,8,High,No,3,Medium,Public,Positive,4,No,Male,71,99
18,73,Medium,Low,Yes,5,Medium,Yes,1,Medium,Public,Positive,5,No,Female,66,88
8,86,Medium,High,No,6,High,Yes,1,Medium,Public,Positive,2,No,Male,65,50
14,94,High,Medium,No,7,Medium,Yes,1,High,Private,Positive,5,No,Male,70,74
9,84,High,Low,No,7,High,Yes,1,Low,Public,Negative,4,No,Male,66,92
18,94,High,Medium,Yes,8,Medium,Yes,3,Medium,Public,Positive,4,No,Male,74,77
20,71,High,Medium,No,8,Medium,Yes,0,High,Private,Neutral,4,No,Male,66,77
30,81,Medium,High,No,8,Low,Yes,0,Low,Public,Neutral,2,No,Male,68,72
22,78,Medium,High,Yes,5,Medium,Yes,2,Low,Public,Positive,1,No,Male,68,70
19,60,Medium,High,No,10,Medium,Yes,0,Medium,Public,Positive,3,Yes,Female,62,51
25,82,Medium,High,Yes,7,Medium,Yes,2,Medium,Private,Neutral,2,No,Male,71,81
7,86,Medium,Low,No,9,Medium,Yes,2,Low,Public,Negative,2,No,Female,63,88
21,84,High,High,No,4,Medium,Yes,2,Medium,Public,Neutral,3,No,Male,69,90
25,89,Medium,Medium,Yes,7,High,Yes,3,Medium,Public,Negative,0,No,Male,71,81
11,83,High,Low,Yes,5,Medium,Yes,1,Medium,Public,Positive,2,No,Male,66,67
27,63,Medium,High,No,6,Low,Yes,0,Low,Public,Positive,2,No,Male,64,51
22,65,Medium,Medium,Yes,7,Low,Yes,3,Low,Public,Positive,2,No,Female,65,95
18,84,Medium,High,No,6,Medium,Yes,4,Medium,Public,Positive,2,No,Female,69,71
24,71,Medium,Low,No,9,Medium,Yes,2,Medium,Private,Positive,3,No,Female,66,80
34,63,Medium,High,Yes,10,Low,Yes,1,Medium,Public,Negative,4,No,Female,67,60
21,77,Medium,Low,Yes,6,Medium,Yes,4,Low,Public,Negative,5,No,Male,65,57
21,82,Low,Low,Yes,6,High,Yes,3,Low,Public,Negative,2,No,Male,65,54
17,73,High,Medium,No,5,High,Yes,1,Low,Private,Positive,4,No,Male,67,90
15,89,Low,Medium,Yes,9,Low,Yes,1,Medium,Public,Neutral,3,No,Male,66,82
25,86,Medium,Medium,Yes,7,Low,Yes,1,High,Public,Positive,1,No,Male,69,81
15,73,Medium,High,No,7,Low,Yes,1,Low,Public,Negative,2,No,Male,64,96
